<<<<<<< HEAD
﻿番号,施設名,住所,電話番号,営業時間,料金,泉質,泉人優待,アクセス,施設サイト
100,97,宮崎,高屋温泉：高屋温泉,https://maps.app.goo.gl/FgQiiPAWtXiXEyeC6,西都市大字鹿野田10726,0983-42-4283　（0120-42-4283）,11:00～20:00月～木曜休（金、土、日曜・祝日のみ営業）宿泊の多い日は貸切営業を行っていることがあるためフリーダイヤルにて事前の確認がおすすめ,大人 400円子供（3才～小学生） 200円（2024.3現在）,塩化物泉,,ＪＲ佐土原駅からタクシーで約20分西都バスセンターからタクシーで約15分,https://www.takayaonsen.jp,https://www.88onsen.com/spot/detail/hid/100,,,,51
104,112,鹿児島,硫黄谷温泉：霧島ホテル,https://maps.app.goo.gl/FRyGAZEveoJeTmpX7,霧島市牧園町高千穂3948,0995-78-2121,11:00～17:00（利用状況により異なる）不定休,"大人 1,200円こども 600円（2024.3現在）",硫黄泉,大人入浴料200円引き（本人のみ1回）,ＪＲ霧島神宮駅からタクシーで約20分鹿児島空港からタクシーで約30分,https://www.kirishima-hotel.jp,https://www.88onsen.com/spot/detail/hid/104,,,,52
105,116,鹿児島,霧島温泉：霧島湯之谷山荘,https://maps.app.goo.gl/PvXtvgjs5SAezHxJ7,霧島市牧園町高千穂4970,0995-78-2852,10:00～15:00（最終受付 14：00）水曜休（その他不定休あり、要確認）,大人 500円こども 250円大浴場のみシャンプー、ボディソープ、タオルの備え付けはありません,硫黄泉,入浴料無料（本人のみ1回）,ＪＲ霧島神宮駅からバスで約25分,https://www.mountaintrad.co.jp/~yunotani/,https://www.88onsen.com/spot/detail/hid/105,,,,53
106,113,鹿児島,霧島新湯温泉：霧島新燃荘,https://maps.app.goo.gl/eSX5mRswRWSqcV3U6,霧島市牧園町高千穂3968,0995-78-2255,8:00～18：00火曜日休、その他不定休あり※必ず事前に電話でご確認ください・駐車場：30台・受付にて貴重品預かり可,大人 600円こども（6～12歳）300円幼児 200円,硫黄泉,,ＪＲ霧島温泉駅またはＪＲ霧島神宮駅からバスで約35分霧島いわさきホテルバス停からタクシーで約7分,https://kirishimakankou.com/guide/2013/06/post-36.html,https://www.88onsen.com/spot/detail/hid/106,,,,54
107,119,鹿児島,妙見温泉：妙見荘　田島本館,https://maps.app.goo.gl/maHJfki9KDFUaJfJ8,霧島市牧園町宿窪田4236,0995-77-2205,8：30～19：00※月・水・金 11:00～13:00は入浴不可12/28～1/3休,大人 300円小学生 150円幼児無料（2024.3現在）,炭酸水素塩泉,,ＪＲ隼人駅からタクシーで約20分,http://tajima-honkan.com/,https://www.88onsen.com/spot/detail/hid/107,,,,55
108,118,鹿児島,妙見温泉：妙見石原荘,https://maps.app.goo.gl/yD8BAV9zKGnSeCpT7,霧島市隼人町嘉例川4376,0995-77-2111,11：30～15：00（最終受付13：30）混雑時にはお断りする場合があります無休,"大人 1,800円こども 900円（2024.3現在）",炭酸水素塩泉,,ＪＲ隼人駅から妙見路線バスで約20分ＪＲ嘉例川駅から妙見路線バスで約10分鹿児島空港から妙見路線バスで約20分石原荘前バス停下車徒歩約1分,https://www.m-ishiharaso.com,https://www.88onsen.com/spot/detail/hid/108,,,,56
110,120,鹿児島,日の出温泉：きのこの里,https://maps.app.goo.gl/uYuUjsfb9g1FGbdS8,霧島市牧園町宿窪田3698,0995-77-2255,10:00～20:00火曜休,大人 300円こども 150円,炭酸水素塩泉,大人入浴料半額（本人のみ1回）,ＪＲ嘉例川駅からタクシーで約5分ＪＲ隼人駅からバスで約20分、日の出温泉バス停下車すぐ,https://bigbox2978.wixsite.com/kinokonosato,https://www.88onsen.com/spot/detail/hid/110,,,,57
111,115,鹿児島,日当山温泉：岩戸温泉,https://maps.app.goo.gl/t2uqxS5FH2LCMSGB8,霧島市国分姫城3261,0995-45-4136,6:30～22:00（最終受付 21:30）第1火曜休,大人400円こども150円幼児80円【御湯印帳提示で】大人の方のみスタンプ押印時に１回限り半額（2024.3現在）,炭酸水素塩泉,ロゴ入りタオル1枚プレゼント,ＪＲ国分駅からタクシーで約10分。またはバスで約10分、久保田バス停下車徒歩約10分。,https://kirishimaonsen.com/archives/spa-kirishima/yutabi07,https://www.88onsen.com/spot/detail/hid/111,,,,58
115,132,鹿児島,鹿児島温泉：城山長寿泉,https://maps.app.goo.gl/TZoLGFWhX3ZDVFhN6,鹿児島市城山町20-1,099-225-1812,9:30～21:30休み：木曜日,大人 460円こども 150円幼児 80円（2024.3現在）,炭酸水素塩泉,,ＪＲ鹿児島中央駅からタクシーで約10分またはバスで約15分、城山洞窟前下車徒歩すぐ,https://www.kagoshima-kankou.com/guide/53460/,https://www.88onsen.com/spot/detail/hid/115,,,,59
116,136,鹿児島,古里温泉：桜島シーサイドホテル,https://maps.app.goo.gl/yy28F8bEhP4oqBwy5,鹿児島市古里町1078-63,099-221-2121,11:30～20:00無休,大人 500円こども(1才～小学生) 300円,塩化物泉,,JR鹿児島駅より鹿児島港まで徒歩約5分鹿児島港から桜島港まで桜島フェリーで約15分桜島港からバスで約15分、文学碑前下車すぐ,https://www.kagoshima-yokanavi.jp/accommodation/10201,https://www.88onsen.com/spot/detail/hid/116,,,,60
117,139,鹿児島,大黒温泉：大黒温泉,https://maps.app.goo.gl/TK13BTT6ZcV3pmdR6,鹿児島市伊敷8-22-20,099-228-5300,6:00～22:00無休,大人 460円こども(6～12才) 150円幼児 80円（2024.3現在）,単純温泉,,ＪＲ鹿児島中央駅または天文館からバスで約30分花野口バス停下車徒歩約1分,https://www.kagoshima-kankou.com/guide/53459/,https://www.88onsen.com/spot/detail/hid/117,,,,61
119,137,鹿児島,弥次ヶ湯温泉：湯治宿休憩所,https://maps.app.goo.gl/6KUehQV8vJu3PQW58,指宿市十町1068,0993-22-3030,8：00～21：00木曜休,大人 350円小学生 100円幼児 50円（2024.3現在）,塩化物泉,,JR指宿駅から徒歩約15分,,https://www.88onsen.com/spot/detail/hid/119,,,,62
122,128,鹿児島,川内高城温泉：共同湯,https://maps.app.goo.gl/S4dG1pAKvuXaW7M88,薩摩川内市湯田町6763,0996-28-0884（湯田地区コミュニティ協議会）,11：00 ～ 19：00無休,大人 200円こども 100円（2024.3現在）,硫黄泉,,ＪＲ川内駅から車またはバスで約25分、梅屋バス停下車すぐ。肥薩おれんじ鉄道西方駅からタクシーで約10分。,https://www.sendaitakionsen.com/onsen/kyoudouyu,https://www.88onsen.com/spot/detail/hid/122,,,,63
124,117,鹿児島,吉松温泉：鶴丸温泉,https://maps.app.goo.gl/duw6tB76ddmwCq846,姶良郡湧水町鶴丸622-5,0995-75-2858,6：00～20：30無休,大人 300円こども（6～12才） 150円幼児 100円（2024.3現在）,炭酸水素塩泉,,ＪＲ鶴丸駅下車すぐえびのＩＣまたは栗野ＩＣから車で約10分,https://tsurumaru-onsen.com/,https://www.88onsen.com/spot/detail/hid/124,,,,64
125,122,鹿児島,市比野温泉：割烹旅館　みどり屋,https://maps.app.goo.gl/dczFw1WrEanLatPCA,薩摩川内市樋脇町市比野2582,0996-38-0002　※旅館にお越しになる前に必ずご連絡ください。,10:00～20:00不定休,大人 300円こども 200円（2024.3現在）,単純温泉,大人入場料を200円に（本人のみ1回）。みどり屋名入りタオル、温泉水プレゼント,ＪＲ川内駅からタクシーで約15分またはバスで約40分、市比野下車徒歩約5分,https://satsumasendai.gr.jp/spotlist/2648/,https://www.88onsen.com/spot/detail/hid/125,,,,65
126,134,鹿児島,吹上温泉：湖畔の宿　みどり荘,https://maps.app.goo.gl/dqMJtc8oGqwLkzyk6,日置市吹上町湯之浦910,099-296-2020,10:00～15:00不定休※年末年始の立寄湯利用はお問合わせください。,大人 600円こども(0才～) 300円(2024.3現在),硫黄泉,,ＪＲ鹿児島中央駅からタクシーで約70分,http://midorisou.com,https://www.88onsen.com/spot/detail/hid/126,,,,66
127,124,鹿児島,隼人温泉：浜之市ふれあいセンター富の湯,https://maps.app.goo.gl/jjc3EN9ScnkUsHi9A,霧島市隼人町真孝390,0995-42-7072,9：00～22：00月曜休（月曜が祝日の場合は翌日）,大人380円　こども150円（2024.3現在）,塩化物泉,,ＪＲ隼人駅よりタクシーで約5分隼人東ＩＣから車で約1分,https://www.city-kirishima.jp/kirikan/shisetsu/hoken/026.html?msclkid=91d24034b19911ecb9e48109963b520d,https://www.88onsen.com/spot/detail/hid/127,,,,67
128,129,鹿児島,船津温泉：船津温泉,https://maps.app.goo.gl/REX9W4kx8AewhVHE9,姶良市船津2760,0995-65-7777,9:30～22:00不定休,大人460円小学生150円幼児無料（2024.3現在）,塩化物泉,大人もこども料金150円（本人のみ1回）,ＪＲ帖佐駅からタクシーで約10分,https://www.city.aira.lg.jp/kanko/kanko/shisetsu/funatsuonsen.html,https://www.88onsen.com/spot/detail/hid/128,,,,68
130,22,長崎,湯ノ本温泉：山口温泉,https://maps.app.goo.gl/w9TC9MrMTjRZ3SW57,長崎県壱岐市勝本町本宮南触400,0920-43-0900,6:30～19:00無休・駐車場：15台、大型2台,公衆浴場大人400円 こども150円 幼児80円家族風呂大人1名利用の場合 800円大人2名以上利用の場合 各700円こども400円 幼児200円（2024.3現在）,塩化物泉,大浴場入湯無料（本人のみ１回）,郷ノ浦港から車で約20分老人ホーム前バス停から徒歩約5分,https://itp.ne.jp/info/424752697400000899/,https://www.88onsen.com/spot/detail/hid/130,,,,69
132,91,大分,壁湯天然洞窟温泉：旅館　福元屋,https://maps.app.goo.gl/otm6NE8RnbdDQtEv7,玖珠郡九重町大字町田62-1,0973-78-8754,10:00～16:00無休,大人400円 こども200円（2024.3現在）,単純温泉,,JR 豊後森駅からタクシーで約15分,https://www.kabeyu.jp,https://www.88onsen.com/spot/detail/hid/132,,,,70
133,46,熊本,山鹿温泉：さくら湯,https://maps.app.goo.gl/DMzR6PsopkcgsG3t8,山鹿市山鹿1番地1,0968-43-3326,6:00～24:00（最終受付23：30）第3水曜休（祝日の場合は翌平日）・駐車場：9台（近隣駐車場有 徒歩1分）・鍵付きロッカー有り（10円）,大人350 円こども（3才～小学生）150 円【御湯印帳提示で】大人のみ50円引（本人のみ）（2024.3現在）,単純温泉,,JR 新玉名駅からバスで約60分熊本交通センターからバスで約90分、山鹿温泉（八千代座入口）バス停下車すぐ,https://yamaga.site//?page_id=1548,https://www.88onsen.com/spot/detail/hid/133,,,,71
135,103,宮崎,小林温泉：コスモス温泉,https://maps.app.goo.gl/gwoDPwqMJkiq4tuCA,小林市南西方1130-79,0984-22-7085,10:00 ～ 21:00木曜休,"大人500円小・中学生300円幼児200円1日(休憩)1,000円(10:00～16:00)毎月26日は半額(26日が木曜の場合は前日)（2024.3現在）",炭酸水素塩泉,,JR小林駅からタクシーで約12分小林ＩＣから車で約5分,http://kankou-kobayashi.jp/publics/index/87/,https://www.88onsen.com/spot/detail/hid/135,,,,72
137,109,宮崎,白鳥温泉：白鳥温泉上湯,https://maps.app.goo.gl/xL7JDT8uEYGgwmmB9,えびの市末永1470,0984-33-1104,7:00～最終受付20:00第1火曜休,大人500円小学生250円(2024.4現在),単純温泉,,JRえびの駅からタクシーで約15分,http://shiratori-onsen.com/wp/up/,https://www.88onsen.com/spot/detail/hid/137,,,,73
138,108,宮崎,白鳥温泉：白鳥温泉下湯,https://maps.app.goo.gl/kqu5zA82HnuDfCjA8,えびの市末永1470,0984-33-3611,7:00～最終受付20:00第3火曜休,大人500円小学生250円（2024.3現在）,単純温泉,,JRえびの駅からタクシーで約15分,http://shiratori-onsen.com/wp/down/,https://www.88onsen.com/spot/detail/hid/138,,,,74
140,140,鹿児島,海潟温泉：江之島温泉　共同浴場,https://maps.app.goo.gl/wHuvdTkTu1jcYfLk6,垂水市海潟541-1,0994-32-0765,8:30～21:00不定休※電話で事前にご確認ください,大人（中学生以上）300円中人（小学生）100円小人（小学生未満）50円,塩化物泉,,JR鹿児島駅より鹿児島港まで徒歩約5分鹿児島港から桜島港まで桜島フェリーで約15分、桜島港からタクシーで約30分,http://enoshimaonsen.g2.xrea.com,https://www.88onsen.com/spot/detail/hid/140,,,,75
142,127,鹿児島,湯之元温泉：田之湯温泉,https://maps.app.goo.gl/rdoE5AXDMW9kVMs1A,日置市東市来町湯田3077,099-274-2219,6:00～22:00第2・4火曜休,大人200円こども（小学生以下）50円（2024.3現在）,硫黄泉,入浴料無料（本人のみ1回）,JR湯之元駅から徒歩で約7分田之湯バス停から徒歩約2分,https://www.kagoshima-kankou.com/guide/53353/,https://www.88onsen.com/spot/detail/hid/142,,,,76
143,98,大分,長湯温泉：山の湯かずよ,https://maps.app.goo.gl/1svdkSHvrR8Sweva8,竹田市直入町大字長湯2405,0974-75-3075,11:00～14:00※14:00以降はお電話下さい。入浴可能の場合もございます。火、金曜休※メンテナンス等による臨時休業あり,大人500円子供250円（2024.3現在）,炭酸水素塩泉,,JR豊後竹田駅からタクシーで約20分,https://yamanoyu-kazuyo.com,https://www.88onsen.com/spot/detail/hid/143,,,,77
148,26,長崎,波佐見温泉：はさみ温泉 湯治楼,https://maps.app.goo.gl/xBAY246ZnxzJ4GLi9,東彼杵郡波佐見町長野郷558-3,0956-76-9008,10:00～22:00（最終受付21:15）不定休駐車場：70台,大人（中学生以上）700円こども（小学生以上）400円幼児（３歳以上）300円※土日祝日は各50円追加（2024.3現在）,炭酸水素塩泉,,JR有田駅または川棚駅からタクシーで約20分,http://minami-denen.jp/spa,https://www.88onsen.com/spot/detail/hid/148,,,,78
150,19,福岡,久留米温泉：湯の坂　久留米温泉,https://maps.app.goo.gl/NFaFXhAaC54j8UVr9,久留米市野中町湯の坂1235,0942-33-4126,10:00～翌1:00（最終受付24:00）無休・駐車場：普通車130台、大型1台・鍵付きロッカーあり,大人800円（土日祝日は880円）小学生：450円　幼児(3才～)200円※3時間以内（2024.3現在）,単純温泉,,JR南久留米駅から徒歩約15分西鉄久留米駅からバスで約5分、湯の坂バス停下車徒歩約5分,http://www.kurume-onsen.com/,https://www.88onsen.com/spot/detail/hid/150,,,,79
151,12,福岡,船小屋温泉：川の駅船小屋　恋ぼたる　温泉館,https://maps.app.goo.gl/LB7jvp5emTiNsjjC9,筑後市大字尾島298-2,0942-52-8866,10:00～21:00(最終受付 20:30)火曜休（祝祭日が火曜の場合は翌日休）・駐車場：普通車65台・鍵付きロッカーあり（100円リターン式）,70才以上 400円13才以上 600円4才～小学生 300円（2024.3現在）,炭酸水素塩泉,ロゴタオル1枚進呈（本人のみ1回）,JR筑後船小屋駅から徒歩約15分西鉄バス船小屋バス停から徒歩約5分,http://koibotaru.com/,https://www.88onsen.com/spot/detail/hid/151,,,,80
152,53,大分,くにさき六郷温泉：花いろ温泉,https://maps.app.goo.gl/NbnrijPRsTv3hkaA9,大分県豊後高田市美和1335-1,0978-22-1155,10：00～22：00第２・第４水曜休　※祝日の場合は翌日休,"大　人　400円70才以上300円小学生　200円家族湯　2,000円（60分）　※家族湯は要事前予約（2024.3現在）",炭酸水素塩泉,入浴料無料（本人のみ1回）,JR宇佐駅からタクシーで約10分森西口バス停から徒歩約5分,https://www.city.bungotakada.oita.jp/site/showanomachi/1990.html,https://www.88onsen.com/spot/detail/hid/152,,,,81
155,106,宮崎,京町温泉：京町観光ホテル,https://maps.app.goo.gl/6bkQMnt9ufhoaAT59,えびの市大字向江669,0984-37-1231,7：00〜21：00※月・木曜日は8:30～15:00入浴不可無休,大人400円こども（3才～小学生）200円（2024.3現在）,炭酸水素塩泉,大人入浴料半額（本人のみ1回）,ＪＲ京町温泉駅から徒歩約5分,http://www.kyoukan.jp/,https://www.88onsen.com/spot/detail/hid/155,,,,82
157,17,佐賀,熊の川温泉：湯泉郷 温泉館 湯招花,https://maps.app.goo.gl/fE7A5Dvd7vXznALj7,佐賀市富士町大字上熊の川180-1,0952-64-2683,10：00〜20：00火、水曜休（祝日の場合は営業）・駐車場：普通車70台、大型1台・鍵付きロッカーあり,"大人1,400円　こども700円（2024.3現在）",放射能泉,入浴料半額（本人のみ１回）,JR佐賀駅からバスで約40分「熊の川温泉前」下車,http://www.toshoka.net/,https://www.88onsen.com/spot/detail/hid/157,,,,83
159,114,鹿児島,安楽温泉：安楽温泉 鶴乃湯,https://maps.app.goo.gl/vWMPg3tHHz7btq1G6,霧島市牧園町宿窪田4221,0995-77-2483,8:00〜20:30（最終受付 20:00）水曜休,大人300円小学生150円幼児100円3才以下無料（2024.3現在）,炭酸水素塩泉,大人入浴料半額（本人のみ1回）,JR嘉例川駅からタクシーで約10分,https://www.kagoshima-kankou.com/guide/50359/,https://www.88onsen.com/spot/detail/hid/159,,,,84
160,58,大分,くにさき六郷温泉：真玉 海門温泉,https://maps.app.goo.gl/UCXSk26y9kpnMmuq6,豊後高田市中真玉1778-8,0978-25-5305,15:00〜20:00第2・第4木曜休（祝日は営業）,大人350円こども（4～12才）180円（2024.3現在）,塩化物泉,大人入浴料半額（本人のみ1回）,JR宇佐駅からタクシーで約20分,https://www.city.bungotakada.oita.jp/site/showanomachi/1279.html,https://www.88onsen.com/spot/detail/hid/160,,,,85
161,80,大分,丹生温泉：丹生温泉施設 和みの湯,https://maps.app.goo.gl/aSzLAHqUhvE1Y9NDA,大分市丹生1189,097-522-1610,12:00〜21:00（最終受付20:30）第２水曜休（祝日の場合は変更あり）,大人310円6〜11歳140円6歳未満70円（2024.3現在）,塩化物泉,,JR鶴崎駅からタクシーで約10分,http://www.city.oita.oita.jp/o073/shisejoho/annai/1155706159859.html,https://www.88onsen.com/spot/detail/hid/161,,,,86
162,90,大分,星生温泉：九重星生ホテル,https://maps.app.goo.gl/ezJgMTJFT6JjKLk46,玖珠郡九重町田野230,0973-79-3111,10:00〜19:30（最終受付18：30）※火・金曜14:30〜19:30※火・金曜が祝日の場合は10時から※宿泊優先で入浴できないことあり不定休,大人1000円こども（３才～小学生）500円（2024.3現在）,単純温泉,大人入浴料200円引き（本人のみ1回）,JR豊後中村駅からタクシーで約30分,http://www.hosshouhotel.co.jp,https://www.88onsen.com/spot/detail/hid/162,,,,87
163,89,大分,七福温泉：七福温泉 宇戸の庄,https://maps.app.goo.gl/AEBAiPu26QagSQff7,玖珠郡玖珠町大字森字谷の河内4398-2,0973-72-0429,7･8月10:00～18:00(最終受付 17：30)その他は10：00〜17：00（最終受付 16：30）水曜休※お電話にてご確認下さい。,大人500円こども300円（2024.3現在）,単純温泉,当店オリジナルのミネラルウォーター｢七福うまし水｣500ml 1本プレゼント　　　　　　　　　　　　　　　　　　　「七福うましの水」500ｍｌ　1本プレゼント,JR豊後森駅からタクシーで約15分玖珠ICから車で約15分,http://www.utonosyo.com/,https://www.88onsen.com/spot/detail/hid/163,,,,88
164,24,長崎,長崎温泉：喜道庵,https://maps.app.goo.gl/tTqqNzTckp5ug34w8,長崎県西彼杵郡長与町岡郷2762-1,095-887-4126,10:00〜21:00第2火曜休・駐車場：50台・鍵付きロッカー有り,"大人1,000円こども（5才～小学生）500円（2024.3現在）",炭酸水素塩泉,,JR長与駅からタクシーで約15分。長崎市内から無料送迎バス有り。,http://kidoan.com/,https://www.88onsen.com/spot/detail/hid/164,,,,89
165,25,長崎,島原温泉：HOTEL シーサイド島原,https://maps.app.goo.gl/R1GoC8WWDfPpwv3z7,島原市新湊1-38-1,0957-64-2000,新館 6：00～12：00、15：00～23：00（最終受付22：00）本館 12：00～23：00（最終受付22：00）第4火曜休(本館偶数月、新館奇数月)・駐車場：普通車100台、大型4台,大人700円 こども400円（小学生未満無料）（2024.3現在）,炭酸水素塩泉,入浴料無料（本人のみ1回）,島原外港から徒歩約10分,https://www.seaside-shimabara.com/spa/,https://www.88onsen.com/spot/detail/hid/165,,,,90
167,8,福岡,あさくら温泉：ホテルグランスパアベニュー 幸楽の湯,https://maps.app.goo.gl/5dyb99sj5cWQT34M7,朝倉市甘木1677-2,0946-22-1215,6：30～10：00、13：00～23：00無休・駐車場：普通車150台・鍵付きロッカーあり（無料）,大人800円（入湯税別）こども300円（入湯税別）（2021.10現在）,単純温泉,大浴場　入浴料大人800円を600円に（本人のみ1回）,甘木鉄道・西鉄甘木駅から徒歩約２分,https://www.avenue-group.jp/spa/,https://www.88onsen.com/spot/detail/hid/167,,,,91
169,3,福岡,筑後川温泉：旅館ふくせんか みるきいの湯,https://maps.app.goo.gl/7pJbQnktaSW13Ffb7,うきは市浮羽町古川1099-8,0943-77-3131,13：00～21：00・水曜休・駐車場：普通車50台、大型4台・鍵付きロッカーあり（100円）,"大人600円 こども400円貸切風呂（1部屋）2,500円（60分）（2024.3現在）",硫黄泉,,JR筑後大石駅からタクシーで約5分、杷木バス停から徒歩で約10分,http://www.fukusenka.com,https://www.88onsen.com/spot/detail/hid/169,,,,92
171,42,熊本,菊池温泉：木立の中の宿 清流荘,https://maps.app.goo.gl/2LFXxgzMbFnbprke6,菊池市隈府1587-17,0968-24-2155,内湯 10:00～最終受付20:00露天・家族風呂 10:00～最終受付22：00無休（メンテナンス日を除く）・駐車場：30台・鍵付きロッカー有り,"大人600円　こども300円家族湯（1部屋）1,500円（50分）（2024.3現在）",単純温泉,大人入浴料無料（本人のみ1回）,JR肥後大津駅からバスで約60分菊池温泉市民広場前バス停から徒歩約15分,http://www.seiryuusou.com,https://www.88onsen.com/spot/detail/hid/171,,,,93
172,49,熊本,植木温泉：旅館 平山,https://maps.app.goo.gl/JRfDUwwMRFfZMeUx5,熊本市北区植木町米塚178,096-274-7111,10：00～22：00（最終受付21：00）※16:00～18:00は宿泊者のみ月曜休（祝日の場合は営業、翌火曜休）・駐車場：普通車30台、大型10台・鍵付きロッカーあり（100円、利用後返却）,大人500円　小学生300円  3～6才100円（2024.3現在）,単純温泉,大人入浴料半額（本人のみ1回）,JR植木駅からタクシーで約25分植木温泉バス停から徒歩約3分,http://www.uekionsen.com/,https://www.88onsen.com/spot/detail/hid/172,,,,94
175,29,長崎,小浜温泉：旅館國崎,https://maps.app.goo.gl/zYHbi21D8xvynCBu6,雲仙市小浜町南本町10-8,0957-74-3500,12:00～20：00※混雑時は15：00以降の入浴をお断りする場合がございます。不定休・駐車場：15台・鍵付きロッカー有り,"大人500円　こども300円貸切湯（1部屋）大人1,000円こども500円（2024.3現在）",塩化物泉,,JR諌早駅前バスターミナルからバスで約50分公立小浜病院前バス停から徒歩約3分,https://kunisaki.jp/,https://www.88onsen.com/spot/detail/hid/175,,,,95
176,133,鹿児島,尾之間温泉：屋久島 尾之間（おのあいだ）温泉,https://maps.app.goo.gl/Kprum2VL88ctsiw99,熊毛郡屋久島町尾之間1291,0997-47-2872,7:00～21:30（最終受付21：00）月曜休,大人300円 こども（小学生）150円（2024.3現在）,単純温泉,,尾之間温泉入口バス停から徒歩で約7分,http://www.town.yakushima.kagoshima.jp/cust-facility/1418/,https://www.88onsen.com/spot/detail/hid/176,,,,96
177,70,大分,明礬温泉：豊前屋旅館,https://maps.app.goo.gl/wBH7ohQuoxb8eBcY8,別府市明礬２組,0977-66-0537,立ち寄り湯利用時間：11：00 ～ 16：00※宿泊予約状況により、上記時間以外でも入浴可能な場合があります。お電話にてお問い合わせください。不定休,おとな 500円小学生 250円,硫黄泉,,ＪＲ別府駅からバスで約30分、地蔵湯前バス停下車徒歩約3分。,http://www.buzenya.net/,https://www.88onsen.com/spot/detail/hid/177,,,,97
178,7,福岡,遠賀川温泉：遠賀川温泉,https://maps.app.goo.gl/YgjGZgqBRTGkXHkG9,遠賀郡遠賀町浅木61-1,093-293-6869,13：00～20：30（最終受付20:00）毎週火曜・第4月曜休・駐車場 20台・鍵付きロッカー有り（10円）,〈通常料金〉大人800円 こども500円,塩化物泉,100円引き（本人のみ1回）,遠賀川駅からタクシーで約7分,http://www.ongagawa.net/,https://www.88onsen.com/spot/detail/hid/178,,,,98
182,41,熊本,小田温泉：静寂な森の宿 山しのぶ,https://maps.app.goo.gl/bUYdsTzJrjYVQJgr7,熊本県阿蘇郡南小国町満願寺5960,0967‐44‐0188,11:00～14:00（最終受付 14:00）不定休※日によって男女共に露天と内湯の入湯が変わります。どちらになるか電話での事前確認のうえご利用ください。・駐車場：普通車13台,大人500円こども300円幼児無料（2024.3現在）,炭酸水素塩泉,大人入浴料半額(本人のみ1回),JR阿蘇駅からタクシーで約40分黒川温泉バスから徒歩約30分、タクシーで約5分,http://yamashinobu.com/,https://www.88onsen.com/spot/detail/hid/182,,,,99
183,55,熊本,日奈久温泉：旅館 幸ケ丘,https://maps.app.goo.gl/mqxxXpAaLzmoCWSR7,熊本県八代市日奈久上西町394,0965-38-3016,10:00～20:30火曜休・駐車場：10台・受付で貴重品預かり可,大人(中学生以上)500円こども 300円（2024.3現在）,単純温泉,,肥薩おれんじ鉄道日奈久温泉駅から徒歩で約15分,https://hinagu-onsen.jp/distinations/旅館幸ケ丘/,https://www.88onsen.com/spot/detail/hid/183,,,,100
184,62,大分,深耶馬渓温泉：岩戸湯,https://maps.app.goo.gl/WndeP9r3XTGME2AW7,大分県中津市耶馬溪町大字深耶馬3211,0979-55-2923,10:00～20:00※変更の場合有。要電話問い合わせ。火･水曜休・駐車場：普通車5台,"大人400円こども（3～小学生）200円家族湯として利用時は1時間2,000円（平日のみ男湯、女湯どちらかを1時間貸切可）（2024.3現在）",単純温泉,,JR豊後森駅からバスで約25分、上鴫良下車すぐ,,https://www.88onsen.com/spot/detail/hid/184,,,,101
188,72,大分,別府温泉：別府のお宿　加賀屋,https://maps.app.goo.gl/aXWr17qq5HedkPmBA,大分県別府市北浜3丁目12-14,0977-75-7224,11:00～16:00(最終受付 15:15)不定休(予めご確認下さい),大人500円 小学生250円,炭酸水素塩泉,,別府駅から徒歩約10分北浜バスセンターから徒歩2分※LINEにて駐車場予約できます@607ytdhq,http://www.beppu-kagaya.com/,https://www.88onsen.com/spot/detail/hid/188,,,,102
189,96,宮崎,新富温泉：新冨町温泉健康センター「サン・ルピナス」,https://maps.app.goo.gl/XS8yTE1m3Yrcr8Ry7,宮崎県児湯郡新富町三納代1859-1,0983-33-1000,10:00～22:00(最終受付 21:30)第3月曜休（祝日の場合は翌日休）,大人500円 小中学生300円（2024.3現在）,塩化物泉,大人入浴料半額（本人のみ1回）,JR日向新富駅から徒歩約7分,https://sun-lupinus.com/,https://www.88onsen.com/spot/detail/hid/189,,,,103
191,9,福岡,原鶴温泉：やぐるま荘,https://maps.app.goo.gl/3QFBk9XQpJtvRczW8,福岡県朝倉市杷木久喜宮1890-1,0946-62-0700,10：00～20：00（最終受付19：00）・不定休・駐車場：普通車30台、大型1台・鍵付きロッカー有り（100円、利用後返却）,大人 700円こども（3才～小学生）400円（2024.3現在）,単純温泉,入浴料100円引き(本人のみ1回),ＪＲ筑後吉井駅からタクシーで約10分,https://yaguruma.jp/,https://www.88onsen.com/spot/detail/hid/191,,,,104
192,14,福岡,久留米温泉：いづみ乃湯,https://maps.app.goo.gl/KHv7D6B3WMiX4vAEA,福岡県久留米市新合川1-6-30,0942-41-1230,10：00～翌3：0012/31、1/1休・駐車場：普通車70台,"1室60分、1,800円～3,000円一人湯 ￥900（平日18：00までに一人で来場時）（2024.3現在）",硫黄泉,,西鉄久留米駅からタクシーで約10分,http://www.izuminoyu.com,https://www.88onsen.com/spot/detail/hid/192,,,,105
193,48,熊本,山鹿温泉：新青山荘,https://maps.app.goo.gl/a5LMPbCtFQrYHkqH7,熊本県山鹿市新町104,0968-44-0076,13：00～17：00休業日 12/28～1/3・駐車場：7台・受付で貴重品預かり可,大人400円こども（6～12歳）150円（2024.3現在）,単純温泉,大人入浴料半額（本人のみ1回）,山鹿バスセンターから徒歩3分,https://shinseizansou.jp/,https://www.88onsen.com/spot/detail/hid/193,,,,106
